Unnamed: 0,1: Easy to Use  (Clear Steps),1: Works Fine (Fast),2: Recomendaría,5: Long-term users,6: Adapt from Previous Versions,8: Amazon purchase (price),11: Easy to Use,12: Online version (mobile app),15: Install/download problems,20: Turbo Tax,21: SO versions,23: Interface User friendly,Dom_Topic
90401,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.08,23
90402,0.02,0.04,0.05,0.02,0.02,0.03,0.04,0.1,0.02,0.03,0.1,0.07,13
90403,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,9
90404,0.03,0.1,0.03,0.03,0.07,0.1,0.03,0.03,0.04,0.03,0.03,0.03,1
90405,0.06,0.06,0.03,0.1,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.03,5
90406,0.04,0.07,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.04,1
90407,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,8
90408,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,4
90409,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,2
90410,0.07,0.04,0.07,0.04,0.04,0.11,0.04,0.04,0.04,0.04,0.04,0.04,8
90411,0.02,0.02,0.05,0.02,0.05,0.12,0.02,0.08,0.03,0.02,0.06,0.05,8
90412,0.01,0.01,0.03,0.05,0.01,0.09,0.01,0.04,0.24,0.03,0.05,0.01,15
90413,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.07,0.03,0.03,0.03,0.03,4
90414,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,13
90415,0.02,0.02,0.05,0.02,0.05,0.18,0.02,0.03,0.03,0.02,0.03,0.02,8
90416,0.03,0.06,0.03,0.06,0.03,0.11,0.03,0.03,0.03,0.03,0.03,0.06,8
90417,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.14,23
90418,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,10
90419,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.12,0.04,0.03,0.03,0.03,12
90420,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,23
90421,0.01,0.01,0.03,0.05,0.03,0.04,0.03,0.01,0.02,0.02,0.02,0.01,13
90422,0.03,0.03,0.13,0.03,0.03,0.15,0.03,0.03,0.03,0.03,0.04,0.06,8
90423,0.07,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,13
90424,0.01,0.01,0.03,0.03,0.1,0.01,0.08,0.02,0.01,0.04,0.02,0.01,13
90425,0.02,0.02,0.02,0.04,0.02,0.04,0.04,0.04,0.02,0.1,0.02,0.03,13
90426,0.04,0.02,0.04,0.02,0.03,0.05,0.02,0.02,0.04,0.05,0.11,0.04,7
90427,0.03,0.03,0.03,0.09,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,13
90428,0.03,0.06,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,13
90429,0.03,0.03,0.03,0.03,0.12,0.06,0.03,0.03,0.03,0.05,0.03,0.09,6
90430,0.05,0.03,0.07,0.03,0.01,0.01,0.03,0.01,0.01,0.04,0.03,0.01,13
90431,0.01,0.0,0.01,0.01,0.0,0.08,0.01,0.08,0.09,0.05,0.1,0.0,7
90432,0.04,0.04,0.1,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,2
90433,0.1,0.07,0.03,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.07,0
90434,0.04,0.04,0.04,0.04,0.04,0.12,0.04,0.04,0.04,0.04,0.04,0.04,8
90435,0.04,0.04,0.08,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.08,2
90436,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,11
90437,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,23
90438,0.03,0.03,0.03,0.1,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,5
90439,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0
90440,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,23
90441,0.08,0.03,0.03,0.14,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,5
90442,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,10
90443,0.03,0.03,0.04,0.08,0.07,0.03,0.03,0.04,0.03,0.03,0.04,0.04,5
90444,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.06,10
90445,0.02,0.04,0.08,0.02,0.02,0.02,0.04,0.02,0.02,0.05,0.02,0.02,13
90446,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.03,13
90447,0.06,0.03,0.03,0.02,0.02,0.05,0.02,0.05,0.02,0.02,0.03,0.03,13
90448,0.03,0.03,0.07,0.03,0.03,0.03,0.11,0.03,0.03,0.03,0.03,0.03,11
90449,0.02,0.02,0.02,0.02,0.02,0.13,0.02,0.02,0.02,0.03,0.03,0.05,8
90450,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,4
90451,0.03,0.03,0.14,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.04,0.03,2
90452,0.03,0.06,0.03,0.03,0.03,0.05,0.03,0.07,0.13,0.03,0.06,0.06,15
90453,0.03,0.03,0.03,0.16,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,5
90454,0.03,0.03,0.03,0.03,0.03,0.03,0.09,0.03,0.03,0.07,0.03,0.03,13
90455,0.02,0.02,0.04,0.13,0.05,0.02,0.02,0.02,0.02,0.02,0.02,0.02,13
90456,0.01,0.05,0.06,0.01,0.05,0.03,0.03,0.02,0.08,0.01,0.1,0.02,13
90457,0.03,0.03,0.06,0.03,0.03,0.03,0.09,0.03,0.03,0.03,0.1,0.03,21
90458,0.03,0.1,0.06,0.03,0.06,0.06,0.03,0.03,0.03,0.03,0.03,0.07,1
90459,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.07,13
90460,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,8
90461,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0
90462,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,13
90463,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.03,0.04,0.03,0.06,0.14,23
90464,0.03,0.07,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.11,23
90465,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,7
90466,0.02,0.02,0.05,0.07,0.02,0.02,0.02,0.09,0.04,0.04,0.03,0.02,17
90467,0.04,0.03,0.02,0.05,0.02,0.02,0.02,0.08,0.04,0.03,0.03,0.09,13
90468,0.09,0.03,0.01,0.03,0.03,0.02,0.01,0.04,0.03,0.02,0.03,0.01,13
90469,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,2
90470,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.08,8
90471,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,7
90472,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,8
90473,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,2
90474,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,2
90475,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,2
90476,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.07,22
90477,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,8
90478,0.04,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.04,19
90479,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,8
90480,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,23
90481,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,1
90482,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,13
90483,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,13
90484,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,19
90485,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,4
90486,0.04,0.04,0.04,0.04,0.04,0.12,0.04,0.06,0.04,0.04,0.04,0.04,8
90487,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.15,0.04,0.03,0.04,0.03,12
90488,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,8
90489,0.04,0.04,0.08,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,2
90490,0.03,0.03,0.06,0.03,0.03,0.21,0.03,0.03,0.03,0.03,0.03,0.03,8
90491,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.11,0.04,0.04,0.04,15
90492,0.02,0.04,0.02,0.07,0.02,0.16,0.07,0.07,0.05,0.02,0.03,0.04,8
90493,0.04,0.08,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,1
90494,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0
90495,0.03,0.03,0.03,0.12,0.03,0.03,0.03,0.04,0.03,0.03,0.11,0.06,5
90496,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,13
90497,0.03,0.03,0.07,0.03,0.07,0.07,0.03,0.03,0.07,0.03,0.03,0.07,2
90498,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.05,0.02,0.05,0.02,13
90499,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,13
90500,0.03,0.03,0.07,0.03,0.11,0.03,0.03,0.03,0.03,0.03,0.03,0.03,6
90501,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0
90502,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.05,0.04,0.04,0.04,12
90503,0.04,0.04,0.04,0.04,0.04,0.12,0.04,0.04,0.08,0.04,0.04,0.04,8
90504,0.03,0.03,0.06,0.03,0.06,0.03,0.03,0.03,0.06,0.03,0.06,0.06,13
90505,0.03,0.03,0.07,0.03,0.03,0.07,0.04,0.03,0.03,0.03,0.03,0.03,2
90506,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,2
90507,0.07,0.03,0.03,0.03,0.03,0.07,0.03,0.07,0.03,0.03,0.03,0.07,13
90508,0.03,0.03,0.03,0.18,0.06,0.03,0.03,0.03,0.03,0.03,0.06,0.03,5
90509,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,18
90510,0.03,0.06,0.03,0.04,0.03,0.04,0.06,0.03,0.14,0.03,0.06,0.03,15
90511,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,1
90512,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,13
90513,0.06,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.07,13
90514,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,2
90515,0.06,0.03,0.07,0.09,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,13
90516,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,22
90517,0.04,0.04,0.04,0.04,0.04,0.15,0.04,0.04,0.04,0.04,0.04,0.04,8
90518,0.03,0.03,0.09,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,7
90519,0.03,0.03,0.03,0.03,0.03,0.1,0.03,0.07,0.03,0.03,0.03,0.03,8
90520,0.07,0.03,0.08,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.08,0.03,13
90521,0.04,0.04,0.04,0.04,0.04,0.11,0.04,0.04,0.04,0.04,0.04,0.11,8
90522,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,10
90523,0.02,0.02,0.04,0.04,0.02,0.05,0.02,0.07,0.02,0.02,0.06,0.02,19
90524,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.08,0.04,21
90525,0.04,0.04,0.08,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,2
90526,0.04,0.04,0.04,0.04,0.04,0.11,0.07,0.04,0.04,0.04,0.04,0.04,8
90527,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.07,1
90528,0.02,0.02,0.02,0.02,0.02,0.05,0.04,0.07,0.04,0.02,0.02,0.12,17
90529,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0
90530,0.03,0.03,0.07,0.03,0.04,0.03,0.07,0.03,0.03,0.03,0.03,0.03,9
90531,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,6
90532,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,23
90533,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,2
90534,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.03,0.03,3
90535,0.03,0.03,0.06,0.03,0.03,0.06,0.09,0.03,0.06,0.03,0.03,0.03,9
90536,0.03,0.08,0.03,0.08,0.09,0.06,0.03,0.03,0.08,0.03,0.03,0.03,6
90537,0.07,0.04,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.07,0
90538,0.03,0.03,0.03,0.17,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.07,5
90539,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.03,13
90540,0.03,0.03,0.03,0.03,0.03,0.03,0.1,0.03,0.03,0.03,0.03,0.06,13
90541,0.03,0.03,0.03,0.09,0.03,0.03,0.03,0.05,0.04,0.03,0.03,0.03,4
90542,0.04,0.08,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,1
90543,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.08,7
90544,0.06,0.03,0.03,0.11,0.03,0.06,0.03,0.04,0.08,0.02,0.05,0.06,5
90545,0.04,0.04,0.08,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,2
90546,0.03,0.01,0.01,0.03,0.03,0.01,0.03,0.03,0.07,0.02,0.01,0.01,13
90547,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,1
90548,0.01,0.01,0.05,0.01,0.01,0.01,0.03,0.15,0.02,0.01,0.04,0.03,13
90549,0.01,0.01,0.05,0.01,0.01,0.01,0.03,0.15,0.02,0.01,0.04,0.03,13
90550,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.05,0.03,0.04,0.03,13
90551,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,2
90552,0.01,0.02,0.01,0.03,0.01,0.05,0.02,0.04,0.27,0.01,0.11,0.03,15
90553,0.02,0.02,0.04,0.09,0.02,0.02,0.02,0.06,0.06,0.02,0.03,0.02,7
90554,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,14
90555,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0
90556,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,13
90557,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.05,0.04,4
90558,0.04,0.04,0.04,0.04,0.04,0.12,0.04,0.04,0.04,0.04,0.04,0.04,8
90559,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.16,0.03,21
90560,0.02,0.02,0.02,0.02,0.05,0.02,0.02,0.02,0.03,0.02,0.02,0.08,13
90561,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.08,6
90562,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,11
90563,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,19
90564,0.03,0.02,0.05,0.01,0.02,0.05,0.02,0.02,0.26,0.02,0.02,0.02,15
90565,0.01,0.01,0.01,0.08,0.01,0.03,0.01,0.01,0.04,0.01,0.02,0.01,13
90566,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,13
90567,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.05,0.03,0.03,0.03,13
90568,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.07,4
90569,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,1
90570,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.08,0.04,0.06,0.04,15
90571,0.01,0.01,0.03,0.01,0.01,0.01,0.03,0.01,0.26,0.03,0.1,0.01,15
90572,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0
90573,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0
90574,0.01,0.01,0.05,0.01,0.01,0.01,0.03,0.15,0.02,0.01,0.04,0.03,13
90575,0.02,0.02,0.02,0.11,0.02,0.11,0.02,0.04,0.02,0.02,0.02,0.02,13
90576,0.07,0.03,0.03,0.03,0.03,0.1,0.03,0.03,0.03,0.03,0.03,0.07,8
90577,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,16
90578,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.09,0.05,0.03,0.07,0.03,12
90579,0.03,0.03,0.03,0.03,0.03,0.03,0.1,0.03,0.03,0.03,0.03,0.03,11
90580,0.04,0.04,0.08,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,2
90581,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,4
90582,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.06,0.03,0.03,0.03,0.04,16
90583,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,17
90584,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,8
90585,0.02,0.02,0.02,0.13,0.02,0.02,0.02,0.19,0.03,0.02,0.06,0.02,12
90586,0.05,0.02,0.02,0.02,0.04,0.02,0.05,0.02,0.03,0.02,0.07,0.02,13
90587,0.01,0.01,0.03,0.01,0.01,0.01,0.03,0.01,0.26,0.03,0.1,0.01,15
90588,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,17
90589,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.12,0.03,0.03,0.06,15
90590,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.13,0.04,21
90591,0.07,0.03,0.03,0.03,0.03,0.03,0.07,0.04,0.03,0.03,0.03,0.03,13
90592,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.04,0.03,0.03,0.04,0.03,13
90593,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,2
90594,0.04,0.04,0.04,0.04,0.04,0.04,0.12,0.04,0.04,0.04,0.04,0.04,11
90595,0.03,0.02,0.02,0.06,0.03,0.07,0.02,0.02,0.22,0.02,0.07,0.03,15
90596,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,1
90597,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.11,0.02,0.02,0.13,0.06,21
90598,0.03,0.03,0.03,0.03,0.03,0.1,0.03,0.05,0.04,0.03,0.06,0.03,8
90599,0.03,0.03,0.03,0.03,0.03,0.1,0.03,0.06,0.08,0.03,0.03,0.03,8
90600,0.03,0.03,0.06,0.09,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.1,13
90601,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,6
90602,0.03,0.03,0.03,0.03,0.1,0.03,0.07,0.04,0.09,0.03,0.03,0.03,6
90603,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.06,13
90604,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,17
90605,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,18
90606,0.06,0.03,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.03,13
90607,0.04,0.04,0.04,0.15,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,5
90608,0.04,0.04,0.08,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,2
90609,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.07,0.04,0.04,0.04,0.08,6
90610,0.04,0.02,0.02,0.01,0.03,0.04,0.02,0.03,0.03,0.01,0.02,0.03,13
90611,0.02,0.04,0.05,0.02,0.08,0.02,0.02,0.03,0.07,0.02,0.08,0.08,17
90612,0.01,0.01,0.01,0.08,0.01,0.03,0.01,0.01,0.04,0.01,0.02,0.01,13
90613,0.04,0.04,0.04,0.04,0.04,0.12,0.04,0.04,0.04,0.04,0.04,0.04,8
90614,0.06,0.03,0.03,0.11,0.03,0.15,0.05,0.06,0.03,0.03,0.03,0.03,8
90615,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,4
90616,0.03,0.06,0.03,0.03,0.06,0.03,0.06,0.03,0.12,0.03,0.07,0.06,15
90617,0.03,0.03,0.03,0.03,0.03,0.08,0.03,0.03,0.03,0.06,0.03,0.03,7
90618,0.03,0.03,0.06,0.12,0.06,0.03,0.03,0.03,0.03,0.03,0.05,0.06,5
90619,0.04,0.04,0.15,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,2
90620,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,1
90621,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,4
90622,0.03,0.06,0.06,0.03,0.03,0.06,0.08,0.03,0.03,0.03,0.03,0.06,4
90623,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,11
90624,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,1
90625,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.26,0.02,0.15,0.02,15
90626,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.1,0.03,0.03,0.03,0.03,9
90627,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,11
90628,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.08,0.03,0.03,0.03,0.03,18
90629,0.04,0.04,0.08,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,2
90630,0.04,0.04,0.07,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.07,2
90631,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.08,8
90632,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,1
90633,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.04,4
90634,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,13
90635,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,8
90636,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,11
90637,0.03,0.03,0.03,0.03,0.04,0.03,0.08,0.03,0.12,0.05,0.04,0.03,15
90638,0.03,0.08,0.02,0.02,0.05,0.04,0.02,0.02,0.15,0.02,0.03,0.03,15
90639,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,1
90640,0.03,0.06,0.03,0.03,0.03,0.05,0.06,0.03,0.16,0.03,0.06,0.03,15
90641,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.09,0.06,0.05,0.02,0.02,17
90642,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.05,0.04,0.03,0.05,0.03,19
90643,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.07,7
90644,0.03,0.03,0.03,0.1,0.03,0.03,0.03,0.05,0.04,0.03,0.04,0.03,5
90645,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.1,0.03,0.03,0.03,15
90646,0.03,0.03,0.09,0.03,0.06,0.03,0.03,0.08,0.03,0.03,0.07,0.03,13
90647,0.03,0.03,0.06,0.03,0.09,0.05,0.03,0.06,0.04,0.03,0.05,0.09,6
90648,0.03,0.03,0.03,0.1,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0.03,5
90649,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,1
90650,0.03,0.03,0.02,0.02,0.03,0.02,0.03,0.16,0.06,0.02,0.05,0.06,12
90651,0.01,0.03,0.01,0.01,0.01,0.02,0.03,0.07,0.15,0.01,0.12,0.03,15
90652,0.03,0.03,0.03,0.15,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,5
90653,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.06,0.04,16
90654,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.05,0.06,0.03,0.04,0.07,8
90655,0.04,0.04,0.08,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,2
90656,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.07,1
90657,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.05,0.05,0.04,0.06,0.04,6
90658,0.03,0.03,0.07,0.03,0.03,0.14,0.03,0.03,0.03,0.03,0.03,0.07,8
90659,0.03,0.03,0.07,0.03,0.07,0.03,0.03,0.07,0.03,0.03,0.07,0.07,2
90660,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,18
90661,0.02,0.02,0.05,0.05,0.02,0.04,0.02,0.02,0.05,0.02,0.1,0.02,17
